"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"5132",2597.90322961107,0,31,14,2,14,1,1,0,0,1,0,0,4,0,2597.90322961107,2862.29054009968
"5133",2731.28923019543,0,27,14,2,12,0,1,0,0,1,0,1,0,0,2731.28923019543,2824.60385481834
"5134",3218.37778667095,0,31,17,2,12,1,1,0,0,0,0,1,0,0,3218.37778667095,3056.1442329678
"5135",3212.15815882288,0,34,17,1,13,0,1,0,0,0,0,1,1,0,3212.15815882288,3007.79390333769
"5136",3165.09542205736,0,39,12,3,17,1,1,0,0,0,0,0,0,0,3165.09542205736,2965.90997315617
"5137",2723.02530051076,0,28,16,1,14,1,1,0,0,1,0,0,0,0,2723.02530051076,2942.23779494494
"5138",2547.74156663771,0,33,15,2,12,1,1,0,0,1,0,1,0,0,2547.74156663771,2751.42013666863
"5139",3325.89822851636,0,30,17,1,15,1,1,0,0,0,0,0,1,0,3325.89822851636,3108.65081920503
"5140",3319.33864698249,0,29,16,1,15,1,1,0,0,0,0,1,0,0,3319.33864698249,3248.05569743892
"5141",3291.27546189112,0,29,16,1,13,0,1,0,0,0,0,0,0,0,3291.27546189112,3088.6155102975
"5142",3269.77518699501,0,31,16,1,15,0,1,0,0,0,0,0,0,0,3269.77518699501,3115.97160349949
"5143",3422.60680273184,0,32,17,1,20,0,1,0,1,0,0,1,1,0,3422.60680273184,3402.93149917996
"5144",3285.08382982362,0,29,16,3,13,0,1,0,0,0,0,1,0,0,3285.08382982362,3174.93114303286
"5145",3196.1029050192,0,32,13,2,13,1,1,0,0,0,0,0,0,0,3196.1029050192,2980.56676201492
"5146",3355.57448587405,0,29,16,1,18,1,1,0,0,0,0,0,0,0,3355.57448587405,3235.77653976528
"5147",3078.29930126305,0,37,16,2,12,1,1,0,0,0,1,0,2,0,3078.29930126305,2876.45864405564
"5148",2795.29336128489,0,28,16,1,12,1,1,0,0,1,0,0,0,0,2795.29336128489,3010.0095719463
"5149",3204.89696520356,0,28,16,2,13,0,1,0,0,0,0,0,0,0,3204.89696520356,3005.39923436752
"5150",3215.37532475445,0,33,17,2,13,0,1,0,0,0,0,0,0,0,3215.37532475445,3019.43662500723
"5151",3340.14868118895,0,26,16,1,14,0,1,0,0,0,0,0,0,0,3340.14868118895,3195.89529893209
"5152",3113.20676780517,0,29,16,1,10,1,1,0,0,0,0,1,0,0,3113.20676780517,3024.98292529816
"5153",3165.38948142942,0,31,12,2,10,0,1,0,0,0,0,1,1,0,3165.38948142942,2847.48504259464
"5154",3342.16502926087,0,32,16,1,19,1,1,0,0,0,0,0,0,0,3342.16502926087,3146.66649886817
"5155",3207.78543320366,0,29,16,1,12,1,1,0,0,0,0,1,0,0,3207.78543320366,3065.83733176426
"5156",3262.93041586696,0,32,16,1,13,0,1,0,0,0,0,1,0,0,3262.93041586696,3052.64041579486
"5157",3201.79920975893,0,35,17,1,12,0,1,0,0,0,0,1,0,0,3201.79920975893,2891.13911417702
"5158",3218.49136968397,0,30,17,1,11,0,1,0,0,0,0,1,0,0,3218.49136968397,3061.14107303675
"5159",3177.43053007617,0,34,15,1,15,1,1,0,1,0,0,1,2,0,3177.43053007617,3026.54030882354
"5160",3267.95027490117,0,27,16,2,12,1,1,0,0,0,0,0,0,0,3267.95027490117,3102.47865061345
"5161",3456.11339079634,0,28,17,1,20,1,1,0,0,0,0,1,0,0,3456.11339079634,3377.33941787391
"5162",3250.55126945015,0,29,17,2,12,1,1,0,0,0,0,1,0,0,3250.55126945015,3086.17651342553
"5163",3335.44892468539,0,29,14,2,16,0,1,0,0,0,0,1,0,0,3335.44892468539,3089.04591959565
"5164",3179.14743542131,0,32,17,3,12,1,1,0,0,0,0,1,0,0,3179.14743542131,3071.30171910648
"5165",3071.42018888171,0,37,17,2,12,0,1,0,0,0,0,0,0,0,3071.42018888171,2901.89054770543
"5166",3115.42141746172,0,33,16,3,10,0,1,0,0,0,0,0,0,0,3115.42141746172,2968.25671664398
"5167",3226.97218388464,0,32,16,1,13,1,1,0,0,0,0,1,0,0,3226.97218388464,2969.66731393534
"5168",3575.40746013253,0,28,16,1,24,1,1,0,0,0,0,1,0,0,3575.40746013253,3478.09167685424
"5169",3264.68163514618,0,29,16,1,12,0,1,0,0,0,0,0,0,0,3264.68163514618,3039.65714441179
"5170",3270.17614351148,0,30,16,1,12,1,1,0,0,0,0,1,0,0,3270.17614351148,3106.34097699397
"5171",3294.62235641324,0,26,16,1,13,0,1,0,0,0,0,1,0,0,3294.62235641324,3171.36640159095
"5172",3199.70318039862,0,32,17,1,14,0,1,0,0,0,0,1,0,0,3199.70318039862,3102.61109559279
"5173",3298.04547613609,0,25,14,2,14,0,1,0,0,0,0,0,2,0,3298.04547613609,3111.24370789174
"5174",3222.32711554353,0,18,12,2,11,1,1,0,0,0,0,0,0,0,3222.32711554353,3000.10080920184
"5175",3080.3061939549,0,37,12,2,10,1,1,0,0,0,0,0,2,0,3080.3061939549,2859.45048825969
"5176",3171.32003416458,0,44,17,2,12,0,1,0,0,0,0,0,1,0,3171.32003416458,2602.17464345236
"5177",3386.6574357203,0,32,16,1,15,1,1,0,0,0,0,0,0,0,3386.6574357203,3073.99624507196
"5178",3298.55337776231,0,29,16,2,14,1,1,0,0,0,0,1,0,0,3298.55337776231,3161.52841240839
"5179",3287.79470328739,0,29,16,3,12,0,1,0,0,0,0,1,0,0,3287.79470328739,3068.92692028825
"5180",2994.47121350235,0,36,16,1,10,1,1,0,0,0,0,1,0,0,2994.47121350235,2754.10359359977
"5181",3094.18305508735,0,32,17,2,8,0,1,0,0,0,0,1,0,0,3094.18305508735,2895.80947921028
"5182",3212.97545485554,0,33,17,2,13,1,1,0,1,0,0,0,0,0,3212.97545485554,2951.48279819284
"5183",3351.34390926016,0,29,16,1,18,0,1,0,0,0,0,1,1,0,3351.34390926016,3075.05224206993
"5184",3106.63501106926,0,34,13,2,11,1,1,0,0,0,0,1,1,0,3106.63501106926,2796.82428260982
"5185",3231.77058826663,0,29,16,1,13,0,1,0,0,0,0,0,0,0,3231.77058826663,3102.01710543367
"5186",3211.52579340345,0,34,17,1,11,0,1,0,0,0,0,0,1,0,3211.52579340345,2960.18581325664
"5187",3232.76445779309,0,34,17,1,15,0,1,0,0,0,0,0,0,0,3232.76445779309,3104.39513237807
"5188",3210.57601129778,0,33,16,1,13,0,1,0,0,0,0,1,0,0,3210.57601129778,3081.40736523181
"5189",3419.68139222135,0,31,16,3,15,1,1,0,0,0,0,0,1,0,3419.68139222135,3166.87013666724
"5190",3335.76254470809,0,30,17,2,11,1,1,0,0,0,0,1,0,0,3335.76254470809,3009.2520939068
"5191",3214.90742541659,0,31,16,1,15,1,1,0,0,0,0,1,0,0,3214.90742541659,3057.71946596936
"5192",3232.59833969415,0,30,16,2,12,1,1,0,0,0,0,1,0,0,3232.59833969415,3037.37281693526
"5193",3171.03143087171,0,32,17,2,12,1,1,0,0,0,0,0,3,0,3171.03143087171,3177.62556360996
"5194",3323.84756293221,0,27,16,3,18,0,1,0,0,0,0,0,0,0,3323.84756293221,3266.77122095815
"5195",3245.59850970727,0,29,17,2,10,0,1,0,0,0,0,0,0,0,3245.59850970727,3043.55764158002
"5196",3342.14629605048,0,31,17,1,16,0,1,0,0,0,0,1,0,0,3342.14629605048,3209.24649552182
"5197",3264.75547300883,0,28,16,2,14,1,1,0,0,0,0,0,0,0,3264.75547300883,3215.72685280229
"5198",3361.64252675145,0,25,16,2,15,0,1,0,0,0,0,1,0,0,3361.64252675145,3226.05520856654
"5199",3326.49859238555,0,27,17,2,15,1,1,0,0,0,0,1,0,0,3326.49859238555,3294.93231192617
"5200",3282.84511771896,0,30,17,2,17,1,1,0,0,0,0,0,0,0,3282.84511771896,3138.35743631763
"5201",2945.85282364662,0,24,14,1,2,1,1,0,0,0,0,1,0,0,2945.85282364662,2765.1362413974
"5202",3275.82486523007,0,27,16,2,11,1,1,0,0,0,0,1,0,0,3275.82486523007,3037.85404240063
"5203",3139.52220578553,0,31,16,1,10,1,1,0,0,0,0,0,0,0,3139.52220578553,3000.17182602087
"5204",3166.62527313132,0,37,17,1,12,0,1,0,0,0,0,1,1,0,3166.62527313132,3086.82252568545
"5205",3160.42361023299,0,29,16,1,10,1,1,0,0,0,0,0,0,0,3160.42361023299,2983.69171475417
"5206",3282.68918692393,0,25,15,2,13,1,1,0,0,0,0,0,0,0,3282.68918692393,3054.3307458841
"5207",3286.71508525171,0,26,16,1,13,0,1,0,0,0,0,1,0,0,3286.71508525171,3182.72356791429
"5208",2816.6444714861,0,24,14,2,14,0,1,0,0,1,0,1,0,0,2816.6444714861,3150.6434816714
"5209",2466.20419030709,0,35,13,1,11,0,1,0,0,1,0,1,0,0,2466.20419030709,2554.69996409189
"5210",3191.85000879523,0,33,16,2,13,1,1,0,0,0,0,1,2,0,3191.85000879523,3024.71321106736
"5211",3201.48555609462,0,28,16,2,13,1,1,0,0,0,0,0,0,0,3201.48555609462,3176.44263870652
"5212",3336.34407862462,0,28,16,2,15,1,1,0,0,0,0,1,0,0,3336.34407862462,3164.63675847916
"5213",3008.33995407238,0,36,13,1,11,1,1,0,0,0,0,0,2,0,3008.33995407238,2781.16826076896
"5214",3324.08368843525,0,30,16,2,16,0,1,0,0,0,0,0,0,0,3324.08368843525,3190.01099265303
"5215",3274.68060030788,0,24,13,2,12,1,1,0,0,0,0,0,0,0,3274.68060030788,3014.01493836035
"5216",3370.16278976501,0,25,16,2,14,0,1,0,0,0,0,0,0,0,3370.16278976501,3152.89682900069
"5217",3174.34649591112,0,31,16,2,13,1,1,0,0,0,0,0,0,0,3174.34649591112,3154.69596603861
"5218",2501.16357359144,0,36,17,2,14,1,1,0,0,1,1,0,0,0,2501.16357359144,2768.07460922282
"5219",3243.26008276852,0,30,17,2,13,0,1,0,0,0,0,0,0,0,3243.26008276852,3144.73674261765
"5220",3260.70752114598,0,31,16,1,15,1,1,0,0,0,0,1,0,0,3260.70752114598,3122.99375727955
"5221",3375.94352801315,0,30,17,1,15,1,1,0,0,0,0,0,0,0,3375.94352801315,3235.09603587325
"5222",3353.91110937992,0,30,15,2,19,0,1,0,0,0,0,0,0,0,3353.91110937992,3272.97198517867
"5223",3287.7092660783,0,29,17,1,14,0,1,0,0,0,0,0,0,0,3287.7092660783,3201.92221414829
"5224",3209.79976372718,0,30,16,3,10,1,1,0,0,0,0,0,0,0,3209.79976372718,2987.26874999678
"5225",3250.74539514818,0,29,14,2,15,1,1,0,0,0,0,1,1,0,3250.74539514818,3148.24352517644
"5226",3322.02336585195,0,29,16,3,15,1,1,0,0,0,0,1,1,0,3322.02336585195,3185.33230926592
"5227",3271.57978419247,0,20,13,2,12,1,0,1,0,0,0,1,0,0,3271.57978419247,3039.43315131447
"5228",3308.11550613426,0,24,16,2,13,0,1,0,0,0,0,0,0,0,3308.11550613426,3214.52972517506
"5229",3043.74712367074,0,35,16,2,10,0,1,0,0,0,0,1,0,0,3043.74712367074,2984.29127148504
"5230",3242.04375435159,0,25,16,1,11,1,1,0,0,0,0,0,0,0,3242.04375435159,3104.00510583277
"5231",2957.717061926,0,29,17,2,20,0,1,0,0,1,0,1,0,0,2957.717061926,3154.20924846932
"5232",3228.9510123994,0,30,12,1,15,1,1,0,1,0,0,1,1,0,3228.9510123994,3111.5444989274
"5233",3203.60001187914,0,30,16,2,11,1,1,0,0,0,0,1,0,0,3203.60001187914,3057.35052163727
"5234",3208.46651153923,0,28,14,1,13,0,1,0,0,0,0,0,0,0,3208.46651153923,3115.69433905334
"5235",3258.68682403393,0,16,10,2,13,0,1,0,0,0,0,1,0,0,3258.68682403393,3134.44258133365
"5236",3274.99720164699,0,19,12,1,13,0,1,0,0,0,0,1,0,0,3274.99720164699,3111.45039757172
"5237",3419.37170274559,0,29,16,1,20,0,1,0,0,0,0,0,0,0,3419.37170274559,3275.1651028325
"5238",3192.84612092062,0,27,16,1,13,0,1,0,0,0,0,1,0,0,3192.84612092062,3083.87069102483
"5239",3347.50738104348,0,33,17,2,16,1,1,0,0,0,0,1,0,0,3347.50738104348,3128.23606980426
"5240",3179.73504196875,0,27,16,1,10,0,1,0,0,0,0,0,0,0,3179.73504196875,3038.93008624709
"5241",2919.03515740638,0,20,12,1,13,0,0,0,0,1,0,1,0,0,2919.03515740638,2966.91525427386
"5242",3337.43219132822,0,32,17,2,16,1,1,0,0,0,0,0,0,0,3337.43219132822,3120.38426934664
"5243",3473.42413210855,0,29,17,1,20,1,1,0,0,0,0,1,0,0,3473.42413210855,3369.58468992741
"5244",3401.92689080379,0,27,16,2,18,1,1,0,0,0,0,1,0,0,3401.92689080379,3279.83613176055
"5245",3328.53546937148,0,32,16,1,15,1,1,0,0,0,0,0,0,0,3328.53546937148,3107.59404088418
"5246",3152.01645842917,0,32,12,2,11,0,1,0,1,0,0,0,0,0,3152.01645842917,2687.30049984606
"5247",3362.26055971185,0,27,16,2,16,1,1,0,0,0,0,1,0,0,3362.26055971185,3251.00736672378
"5248",3391.40070844868,0,20,13,2,15,0,1,0,0,0,0,1,0,0,3391.40070844868,3232.53324747533
"5249",3388.48723088992,0,28,16,2,18,0,1,0,0,0,0,0,0,0,3388.48723088992,3219.63569446746
"5250",2854.31268414347,0,23,16,2,14,1,0,1,0,1,0,1,0,0,2854.31268414347,3033.03425691535
"5251",3247.77388261495,0,31,16,1,12,1,1,0,0,0,0,0,0,0,3247.77388261495,3030.70737900839
"5252",3217.07584721362,0,30,17,2,12,1,1,0,0,0,0,1,0,0,3217.07584721362,2975.26436947011
"5253",3182.28047981281,0,26,17,1,10,1,1,0,0,0,0,1,0,0,3182.28047981281,3026.29151959793
"5254",3255.48122658629,0,30,16,2,11,1,1,0,0,0,0,1,0,0,3255.48122658629,2967.58455424168
"5255",3129.84303674058,0,29,16,3,8,1,1,0,0,0,0,0,0,0,3129.84303674058,2914.49789796531
"5256",3369.77582025884,0,31,16,2,15,0,1,0,0,0,0,0,0,0,3369.77582025884,3154.03650477325
"5257",3278.35896743304,0,29,16,2,13,0,1,0,0,0,0,1,1,0,3278.35896743304,3152.9438322114
"5258",3078.56407860684,0,37,16,2,15,1,1,0,0,0,0,1,3,0,3078.56407860684,3017.18388953091
"5259",3322.1954135071,0,28,16,1,15,0,1,0,1,0,0,1,0,0,3322.1954135071,3207.66895680356
"5260",3393.36011674587,0,25,17,1,15,0,1,0,0,0,0,1,0,0,3393.36011674587,3302.89999984293
"5261",3283.5232410735,0,37,16,2,14,0,1,0,0,0,0,1,0,0,3283.5232410735,2932.81751500623
"5262",2408.24401109042,0,36,12,2,10,1,0,0,0,1,0,0,0,0,2408.24401109042,2543.48190505725
"5263",3213.63354259299,0,30,16,3,12,1,1,0,0,0,0,1,0,0,3213.63354259299,3036.0912261965
"5264",3312.7507627982,0,30,17,1,14,1,1,0,0,0,0,1,0,0,3312.7507627982,3115.00295888269
"5265",3409.55175800517,0,28,16,1,15,1,1,0,0,0,0,1,0,0,3409.55175800517,3167.22522314151
"5266",3297.28484246146,0,27,16,1,13,0,1,0,0,0,0,1,0,0,3297.28484246146,3176.54404607044
"5267",3227.21401528862,0,34,16,1,12,0,1,0,0,0,0,0,1,0,3227.21401528862,2952.71513288916
"5268",3287.20567336993,0,34,17,1,15,0,1,0,0,0,0,1,0,0,3287.20567336993,3140.64701416019
"5269",3136.83149656762,1,27,14,1,14,1,1,0,0,0,0,1,0,0,3223.08342510573,3136.83149656762
"5270",3071.97325661075,0,36,16,1,9,1,1,0,0,0,0,0,0,0,3071.97325661075,2840.089190305
"5271",3312.3019433112,0,27,16,2,15,0,1,0,0,0,0,1,0,0,3312.3019433112,3156.76309456833
"5272",3172.63155718779,0,30,16,2,10,1,1,0,0,0,0,1,0,0,3172.63155718779,2961.36823217982
"5273",3297.77680100045,0,29,16,2,15,1,1,0,0,0,0,0,0,0,3297.77680100045,3099.49776263403
"5274",3333.57873474092,0,32,16,3,17,0,1,0,0,0,0,0,0,0,3333.57873474092,3261.99465228225
"5275",3247.85312116106,0,26,16,2,13,1,1,0,0,0,0,1,0,0,3247.85312116106,3086.37340123079
"5276",3247.43052042932,0,27,14,1,12,1,1,0,0,0,0,1,0,0,3247.43052042932,3024.46945105329
"5277",3423.93931945522,0,31,17,1,20,0,1,0,0,0,0,0,0,0,3423.93931945522,3428.01057289564
"5278",3160.44752518989,0,27,17,2,14,1,1,0,0,0,0,1,0,0,3160.44752518989,3089.74898084653
"5279",3180.22696803426,0,34,17,3,13,0,1,0,0,0,0,1,0,0,3180.22696803426,2999.80290073134
"5280",3342.59690146885,0,32,14,1,20,0,1,0,0,0,0,0,0,0,3342.59690146885,3165.23289881552
"5281",3257.75976438936,0,24,15,1,12,0,1,0,0,0,0,0,1,0,3257.75976438936,3054.65048635763
"5282",3224.14340219512,0,16,9,1,12,1,0,0,0,0,0,1,0,0,3224.14340219512,2973.89085292602
"5283",3148.99767499181,0,21,13,5,7,1,0,0,0,0,0,0,0,0,3148.99767499181,2897.52460798243
"5284",3336.69911777923,0,36,16,1,20,0,1,0,0,0,0,0,0,0,3336.69911777923,3181.78690025938
"5285",3317.36552596029,0,24,13,3,15,0,1,0,0,0,0,1,0,0,3317.36552596029,3156.54051095624
"5286",3308.14081792184,0,20,12,1,15,0,0,0,0,0,0,1,0,0,3308.14081792184,3199.68066490541
"5287",3293.70396529089,0,29,16,1,15,1,1,0,0,0,0,0,0,0,3293.70396529089,3088.21845260491
"5288",3184.72846499451,0,29,14,1,14,1,1,0,1,0,0,1,0,0,3184.72846499451,3184.91221895779
"5289",2909.07794861966,1,21,9,2,11,1,0,0,0,0,0,1,0,0,3137.30634757066,2909.07794861966
"5290",3142.9873959771,0,17,10,5,7,1,0,0,0,0,0,1,0,0,3142.9873959771,2925.36752864136
"5291",3104.14413691151,0,31,16,1,11,0,1,0,0,0,0,1,0,0,3104.14413691151,3017.81739685356
"5292",3423.53027641731,0,33,14,1,20,0,1,0,0,0,0,0,1,0,3423.53027641731,3093.43260919532
"5293",3246.5081166286,0,19,10,2,13,1,1,0,0,0,0,0,0,0,3246.5081166286,3075.47480366106
"5294",3324.10646548229,0,24,16,1,16,1,1,0,0,0,0,0,1,0,3324.10646548229,3305.25622825275
"5295",3061.80082060747,0,33,16,1,6,0,1,0,0,0,0,1,0,0,3061.80082060747,2806.08175387806
"5296",2912.39223560608,0,21,12,2,15,1,1,0,1,1,0,0,0,0,2912.39223560608,3070.33248976508
"5297",3186.49777029132,0,27,16,2,10,0,1,0,0,0,0,0,0,0,3186.49777029132,2994.59535987622
"5298",2864.88977854764,1,16,8,4,8,1,0,1,0,0,0,1,0,0,3154.7624998648,2864.88977854764
"5299",3034.17532385879,1,27,14,3,11,0,1,0,0,0,0,0,0,0,3161.12231388547,3034.17532385879
"5300",3203.68855201455,0,27,17,3,10,1,1,0,0,0,0,1,0,0,3203.68855201455,3091.63497690069
"5301",3148.39849695342,0,32,16,2,10,1,1,0,0,0,0,1,0,0,3148.39849695342,3029.84744833894
"5302",3087.03326446462,0,18,9,4,7,1,1,0,0,0,0,1,0,0,3087.03326446462,2852.84881285241
"5303",3126.65837618643,1,29,14,2,17,0,0,1,0,0,0,1,0,0,3313.01463526603,3126.65837618643
"5304",3126.55335406021,0,35,12,2,13,1,1,0,0,0,0,0,0,0,3126.55335406021,2880.15446474487
"5305",3274.32572121865,0,32,16,2,14,1,1,0,0,0,0,0,0,0,3274.32572121865,3090.04133266607
"5306",2894.34007750415,1,20,12,6,7,1,1,1,0,0,0,1,0,0,3166.21840581187,2894.34007750415
"5307",3226.57997174203,0,27,16,2,12,1,1,0,0,0,0,0,1,0,3226.57997174203,3119.19978389057
"5308",3261.98774292864,0,29,13,2,16,1,1,0,0,0,0,0,0,0,3261.98774292864,3143.1097143312
"5309",3349.17428813063,0,32,14,2,17,0,1,0,0,0,0,1,0,0,3349.17428813063,3072.67290088473
"5310",3234.94351819704,0,30,16,1,12,0,1,0,0,0,0,0,1,0,3234.94351819704,3024.90882440358
"5311",3275.80147079408,0,21,11,3,12,1,1,0,0,0,0,1,1,0,3275.80147079408,3010.89116067017
"5312",3398.12968609622,0,30,14,1,20,0,1,0,0,0,0,1,0,0,3398.12968609622,3296.2615048253
"5313",3189.13892054105,0,29,12,1,10,0,1,0,0,0,0,1,0,0,3189.13892054105,2878.00408783882
"5314",3145.58102744412,0,26,14,2,10,1,1,0,0,0,0,0,0,0,3145.58102744412,2892.64480732809
"5315",3201.65071518749,0,19,12,3,9,1,0,1,0,0,0,1,0,0,3201.65071518749,2944.03565306675
"5316",3311.08803288449,0,23,16,2,12,0,1,0,0,0,0,0,0,0,3311.08803288449,3135.70809706281
"5317",3216.04021280322,0,34,12,1,13,1,1,0,0,0,0,0,0,0,3216.04021280322,2822.23371086632
"5318",2986.65338750377,0,23,12,1,4,0,1,0,0,0,0,1,0,0,2986.65338750377,2687.72772393041
"5319",3178.72684885226,0,29,16,3,9,1,1,0,0,0,0,1,0,0,3178.72684885226,2962.95142618709
"5320",3395.02749300489,0,25,17,1,15,0,1,0,0,0,0,0,0,0,3395.02749300489,3276.05841970895
"5321",3344.20647873516,0,27,14,2,16,1,1,0,0,0,0,0,0,0,3344.20647873516,3220.46349476444
"5322",3254.6888004773,0,26,14,3,11,0,0,0,0,0,0,0,0,0,3254.6888004773,3030.36918608647
"5323",2748.53560555134,0,32,14,1,20,0,1,0,0,1,0,0,0,0,2748.53560555134,3013.80566747362
"5324",3295.9525772494,0,25,15,1,13,1,1,0,0,0,0,0,0,0,3295.9525772494,3167.20218633734
"5325",3158.5523059858,0,30,12,2,31,0,1,0,0,1,0,0,4,0,3158.5523059858,3429.66325417344
"5326",3521.34832508937,0,27,16,1,21,0,1,0,0,0,0,0,0,0,3521.34832508937,3409.49354142485
"5327",3365.07744498478,0,21,8,2,17,1,0,0,0,0,0,0,0,0,3365.07744498478,3077.88261847062
"5328",2961.09701175675,1,24,12,1,8,0,1,0,0,0,0,1,0,0,3115.49981982228,2961.09701175675
"5329",3259.26177780448,0,27,16,2,12,0,1,0,0,0,0,1,0,0,3259.26177780448,3056.59824078985
"5330",3206.00208259328,0,23,12,1,10,1,1,0,0,0,0,0,0,0,3206.00208259328,2964.79121190735
"5331",3236.65649821557,0,23,9,2,13,0,1,0,0,0,0,1,0,0,3236.65649821557,2986.6408679411
"5332",3400.76033740317,0,29,16,2,18,1,1,0,0,0,0,0,0,0,3400.76033740317,3228.72532967308
"5333",3275.20387624896,0,28,17,1,10,0,1,0,1,0,0,0,0,0,3275.20387624896,3036.64956786576
"5334",3300.46348471991,0,25,13,1,14,1,1,0,0,0,0,0,0,0,3300.46348471991,3093.85998357244
"5335",3241.19999854408,0,25,16,2,14,1,1,0,0,0,0,0,0,0,3241.19999854408,3211.22368802296
"5336",3303.87806447378,0,28,14,1,16,0,1,0,0,0,0,1,1,0,3303.87806447378,3169.26611070148
"5337",3228.25117079894,0,27,16,1,12,1,1,0,1,0,0,1,0,0,3228.25117079894,3091.04178831101
"5338",3492.84628746159,0,26,14,2,23,1,1,0,1,0,0,0,0,0,3492.84628746159,3382.91023401283
"5339",2883.68340897051,1,30,12,1,11,1,1,0,0,0,0,1,0,0,3138.39740734032,2883.68340897051
"5340",2803.95214635255,0,26,16,1,13,1,1,0,0,1,0,1,0,0,2803.95214635255,2959.17096210363
"5341",3182.25759003183,0,31,12,2,14,0,1,0,0,0,0,1,0,0,3182.25759003183,2940.88570567107
"5342",3408.27769789424,0,26,16,2,13,0,1,0,0,0,0,0,0,0,3408.27769789424,3060.51308041036
"5343",3193.47857071314,0,26,17,1,8,1,1,0,0,0,0,1,0,0,3193.47857071314,2997.85615271664
"5344",3186.87463526515,0,27,16,3,10,0,1,0,0,0,0,1,0,0,3186.87463526515,3035.7505870743
"5345",3000.23452377977,0,23,11,5,4,1,1,0,0,0,0,0,0,0,3000.23452377977,2677.95503178923
"5346",3360.46241909527,0,24,16,1,15,1,1,0,0,0,0,0,0,0,3360.46241909527,3214.31078815679
"5347",2815.53187590535,1,21,12,1,6,1,1,0,0,0,0,1,0,0,3071.48228368345,2815.53187590535
"5348",3292.42882571878,0,33,17,1,15,1,1,0,0,0,0,1,0,0,3292.42882571878,3156.80308434203
"5349",3256.69090992529,0,27,14,2,13,0,1,0,0,0,0,0,1,0,3256.69090992529,3035.21201924714
"5350",3475.84160824833,0,35,17,2,25,0,1,0,1,0,0,0,1,0,3475.84160824833,3489.3481463791
"5351",3287.1835085051,0,30,12,2,16,1,1,0,0,0,0,0,0,0,3287.1835085051,3083.30734874135
"5352",3289.12264770721,0,29,16,1,14,0,1,0,0,0,0,0,0,0,3289.12264770721,3086.68209037941
"5353",3250.16959320118,0,17,11,1,10,1,0,0,0,0,0,1,0,0,3250.16959320118,3012.87124361294
"5354",3239.54632493749,0,20,13,3,11,1,1,0,0,0,0,1,0,0,3239.54632493749,3086.68487809923
"5355",2598.89797810537,0,28,16,1,8,1,1,0,0,1,0,0,0,0,2598.89797810537,2645.74960570198
"5356",3265.43314672783,0,18,9,2,12,0,0,0,0,0,0,1,0,0,3265.43314672783,2964.84819502915
"5357",3241.70480385694,0,29,17,1,14,1,1,0,0,0,0,1,0,0,3241.70480385694,3218.60473549937
"5358",3311.03105994502,0,28,12,3,14,1,1,0,0,0,0,1,0,0,3311.03105994502,3038.13609130412
"5359",3262.49524998248,0,31,14,1,14,1,1,0,0,0,0,0,1,0,3262.49524998248,3038.38566888927
"5360",3345.02850202774,0,24,12,2,15,1,1,1,0,0,0,1,0,0,3345.02850202774,3125.97043453787
"5361",3249.09560648832,0,27,12,3,14,0,1,0,0,0,0,1,1,0,3249.09560648832,3024.20005381159
"5362",3300.71295399614,0,21,11,4,14,0,0,0,0,0,0,1,0,0,3300.71295399614,3095.49106447901
"5363",3373.50465043881,0,17,13,4,14,0,1,0,0,0,0,1,0,0,3373.50465043881,3162.08995290604
"5364",3373.09178782481,0,25,14,2,16,0,1,0,0,0,0,1,1,0,3373.09178782481,3168.71032750151
"5365",3267.44147068591,0,20,12,4,12,0,0,0,0,0,0,1,0,0,3267.44147068591,3037.91532018614
"5366",3091.47677728314,0,22,12,3,7,1,0,1,0,0,0,1,0,0,3091.47677728314,2860.00486278246
"5367",3021.87381084938,0,32,12,8,5,0,0,0,0,0,0,1,0,0,3021.87381084938,2568.02192716632
"5368",3249.4395292598,0,23,14,2,12,0,1,0,0,0,0,1,0,0,3249.4395292598,3057.91139898803
"5369",2988.42704887456,0,17,11,4,2,0,0,1,0,0,0,1,0,0,2988.42704887456,2712.00991686574
"5370",3176.76195077679,0,18,10,2,9,0,1,0,0,0,0,1,1,0,3176.76195077679,2911.37041620791
"5371",2871.67208771887,1,18,9,4,9,0,0,0,0,0,0,0,0,0,3146.29680332484,2871.67208771887
"5372",3263.60559336092,0,19,12,2,12,1,0,1,0,0,0,0,0,0,3263.60559336092,3111.6876982693
"5373",3301.85322194716,0,31,14,2,14,1,1,0,0,0,1,1,0,0,3301.85322194716,3081.7773626429
"5374",3404.417111792,0,30,17,2,18,0,1,0,0,0,0,1,0,0,3404.417111792,3300.63636587553
"5375",3046.26598426167,1,19,12,2,12,1,0,1,0,0,0,1,0,0,3285.42907658454,3046.26598426167
"5376",3364.28912315048,0,20,12,2,15,1,0,0,0,0,0,1,1,0,3364.28912315048,3164.59049046279
"5377",3281.25028821646,0,30,14,2,15,0,1,0,0,0,0,1,0,0,3281.25028821646,3145.1093300068
"5378",2839.31115793017,0,25,16,2,12,1,1,0,0,1,0,0,1,0,2839.31115793017,3015.16030408447
"5379",3164.53231272995,0,38,16,2,13,1,0,0,0,0,1,1,2,0,3164.53231272995,2946.01912526368
"5380",3702.48468740645,0,25,16,2,26,1,1,0,0,0,0,1,0,0,3702.48468740645,3632.9368862466
