,V1,V2,V3,V4,V6,V7
6085,3078.188373,0,14,6,3078.188373,2819.603324
6086,3782.643518,0,29,20,3782.643518,3604.976127
6087,3677.311458,0,26,27,3677.311458,3533.723984
6088,4003.658377,0,31,33,4003.658377,3911.916337
6089,3731.447017,0,27,28,3731.447017,3591.075629
6090,3764.466742,0,27,30,3764.466742,3612.946327
6091,3982.188073,0,32,23,3982.188073,3840.828918
6092,3773.216174,0,27,32,3773.216174,3646.382514
6093,3534.704649,1,22,50,3674.476235,3534.704649
6094,3836.068097,0,30,20,3836.068097,3675.032593
6095,3292.925694,0,19,17,3292.925694,3093.537639
6096,3726.347294,0,26,34,3726.347294,3587.71134
6097,3751.921691,0,25,44,3751.921691,3654.545205
6098,3824.769066,0,28,30,3824.769066,3708.405462
6099,3541.92733,0,23,26,3541.92733,3363.641857
6100,3536.273404,0,22,35,3536.273404,3385.685052
6101,3015.728197,1,19,10,3253.954575,3015.728197
6102,3259.782374,0,19,12,3259.782374,3061.438127
6103,3401.746056,0,21,20,3401.746056,3210.159879
6104,4014.91475,0,32,26,4014.91475,3879.011798
6105,3574.151879,0,23,33,3574.151879,3419.194419
6106,3467.010254,0,20,37,3467.010254,3321.688607
6107,3344.489388,0,20,18,3344.489388,3131.534062
6108,3269.372709,0,17,25,3269.372709,3094.205949
6109,3518.363919,0,19,47,3518.363919,3390.001942
6110,4219.953832,0,36,20,4219.953832,4084.449316
6111,3606.478797,0,26,16,3606.478797,3410.782066
6112,3300.607579,0,20,12,3300.607579,3066.338169
6113,3705.923466,0,25,38,3705.923466,3595.960033
6114,2946.310803,1,17,10,3209.13184,2946.310803
6115,3394.057577,0,21,19,3394.057577,3186.79028
6116,4125.134258,0,35,16,4125.134258,3968.204751
6117,3752.686591,0,28,24,3752.686591,3604.342722
6118,4051.936045,0,33,22,4051.936045,3892.10915
6119,3500.580795,0,22,28,3500.580795,3337.002164
6120,3838.188408,0,28,33,3838.188408,3716.723591
6121,3794.770574,0,27,35,3794.770574,3668.095694
6122,3908.222892,0,29,35,3908.222892,3802.124474
6123,4257.331086,0,32,55,4257.331086,4247.215579
6124,3791.76302,0,27,35,3791.76302,3675.835861
6125,3457.198258,0,18,45,3457.198258,3303.526491
6126,3578.00697,0,22,40,3578.00697,3466.331939
6127,3845.001476,0,30,20,3845.001476,3672.170026
6128,3543.235157,0,17,65,3543.235157,3473.335136
6129,3973.767093,0,31,30,3973.767093,3853.684945
6130,3455.916222,0,21,26,3455.916222,3262.220906
6131,4208.258934,0,34,35,4208.258934,4140.597795
6132,3625.64518,0,25,26,3625.64518,3426.936637
6133,3472.059182,0,21,31,3472.059182,3332.579882
6134,3739.347977,0,24,49,3739.347977,3666.851424
6135,3727.914766,0,25,40,3727.914766,3612.4655
6136,3534.353097,0,24,20,3534.353097,3338.897798
6137,3683.268819,0,28,18,3683.268819,3544.229695
6138,3842.955097,0,27,40,3842.955097,3741.992255
6139,3567.386687,0,21,44,3567.386687,3477.773255
6140,3932.682292,0,29,40,3932.682292,3850.288978
6141,4947.317474,0,45,20,4947.317474,4830.660382
6142,3593.177039,0,26,15,3593.177039,3375.808673
6143,2968.495966,1,18,8,3225.046465,2968.495966
6144,3463.804575,0,17,50,3463.804575,3309.945328
6145,3558.987213,0,25,18,3558.987213,3385.947527
6146,3453.764342,0,22,25,3453.764342,3293.794992
6147,4070.843723,0,32,35,4070.843723,4007.037467
6148,4032.774671,0,25,83,4032.774671,4081.124049
6149,3480.094588,0,21,31,3480.094588,3316.717193
6150,3779.027763,0,29,20,3779.027763,3611.058856
6151,3938.990232,0,29,40,3938.990232,3845.350443
6152,3672.583092,0,24,40,3672.583092,3573.826844
6153,3361.615328,0,20,20,3361.615328,3149.614036
6154,3085.059588,1,18,21,3308.654226,3085.059588
6155,3586.347306,0,24,28,3586.347306,3438.142987
6156,3399.182267,0,22,15,3399.182267,3184.443879
6157,3209.356921,1,19,30,3418.577782,3209.356921
6158,4273.931588,0,33,50,4273.931588,4271.489903
6159,3749.144019,0,26,36,3749.144019,3638.901915
6160,3579.081029,0,19,57,3579.081029,3489.06541
6161,3937.167901,0,29,40,3937.167901,3859.939349
6162,3500.166258,1,18,65,3578.332008,3500.166258
6163,3357.700161,1,23,25,3531.313983,3357.700161
6164,3445.573447,0,22,20,3445.573447,3239.434737
6165,3297.573522,1,18,43,3437.298157,3297.573522
6166,3845.162035,0,30,19,3845.162035,3673.832627
6167,3898.330848,0,30,26,3898.330848,3755.986522
6168,3996.862391,0,32,23,3996.862391,3845.400413
6169,3097.283541,1,16,30,3285.833962,3097.283541
6170,3823.754848,0,26,45,3823.754848,3728.559986
6171,3658.302678,1,29,23,3804.199994,3658.302678
6172,3903.079686,0,31,20,3903.079686,3741.846108
6173,3272.949345,0,21,4,3272.949345,3033.909433
6174,3332.691786,0,19,20,3332.691786,3106.16263
6175,3673.023224,0,25,32,3673.023224,3541.430799
6176,3684.949916,0,22,55,3684.949916,3620.008407
6177,3540.470408,0,24,20,3540.470408,3355.408211
6178,3351.652037,0,16,38,3351.652037,3188.839889
6179,3165.879782,1,20,21,3374.800472,3165.879782
6180,3557.440374,0,26,12,3557.440374,3357.628526
6181,3489.073325,0,23,20,3489.073325,3292.599794
6182,4681.94836,0,42,20,4681.94836,4562.512956
6183,3715.321749,0,27,23,3715.321749,3539.123883
6184,3189.843014,0,17,12,3189.843014,2961.553843
6185,3650.980185,0,25,30,3650.980185,3506.763709
6186,3512.170303,0,19,48,3512.170303,3408.195422
6187,3295.728742,1,22,24,3476.100408,3295.728742
6188,3978.666385,0,31,30,3978.666385,3857.20749
6189,3382.024599,0,20,23,3382.024599,3191.820301
6190,3537.812114,0,20,45,3537.812114,3404.700691
6191,3557.366284,0,23,28,3557.366284,3371.66495
6192,3423.365402,0,23,11,3423.365402,3208.592377
6193,4252.755789,1,35,38,4303.136777,4252.755789
6194,3237.246131,0,17,18,3237.246131,3015.263653
6195,3556.71631,0,22,37,3556.71631,3435.959096
6196,3480.977136,0,22,26,3480.977136,3296.023877
6197,3652.642281,0,24,37,3652.642281,3518.929373
6198,3331.636681,0,17,29,3331.636681,3119.741807
6199,4060.907589,0,32,32,4060.907589,3969.059862
6200,3528.800277,1,23,43,3648.013044,3528.800277
6201,3458.691412,0,18,45,3458.691412,3327.47096
6202,3195.40984,0,17,10,3195.40984,2940.771175
6203,4307.120092,0,35,38,4307.120092,4244.353459
6204,3310.09213,1,24,18,3531.793481,3310.09213
6205,3830.266312,0,30,20,3830.266312,3675.157726
6206,3518.140468,0,23,24,3518.140468,3312.966986
6207,3877.612914,0,28,40,3877.612914,3800.366962
6208,4556.642842,0,40,23,4556.642842,4425.116961
6209,3405.198691,0,21,20,3405.198691,3201.467208
6210,3524.07054,1,18,65,3589.264686,3524.07054
6211,3730.938572,0,27,27,3730.938572,3602.11651
6212,3554.359223,0,23,30,3554.359223,3427.580319
6213,3633.430182,0,26,23,3633.430182,3498.90669
6214,3820.584275,0,27,39,3820.584275,3743.61441
6215,4356.923248,0,36,36,4356.923248,4310.516078
6216,3568.483794,1,24,40,3648.652332,3568.483794
6217,3559.735716,0,27,5,3559.735716,3312.433154
6218,3517.712531,0,16,67,3517.712531,3471.450999
6219,3613.845752,0,21,50,3613.845752,3516.286881
6220,3956.693647,0,30,35,3956.693647,3865.389414
6221,3897.60326,0,28,42,3897.60326,3830.206061
6222,3906.426786,1,34,18,4061.335348,3906.426786
6223,4427.359959,0,34,60,4427.359959,4467.076966
6224,3348.288256,0,19,24,3348.288256,3149.178793
6225,4130.232233,0,33,33,4130.232233,4051.105612
6226,3363.896494,0,19,25,3363.896494,3181.045568
6227,3693.868031,0,25,37,3693.868031,3579.276609
6228,4182.539289,0,32,47,4182.539289,4143.016977
6229,4095.305339,0,31,44,4095.305339,4028.813017
6230,4479.885107,0,39,25,4479.885107,4337.729486
6231,3375.429812,0,20,23,3375.429812,3205.549461
6232,3857.519374,0,28,35,3857.519374,3734.500902
6233,4051.365655,0,35,8,4051.365655,3863.674314
6234,3749.836571,0,28,25,3749.836571,3619.327449
6235,3731.759747,0,26,32,3731.759747,3575.778654
6236,3790.23873,0,27,35,3790.23873,3668.798908
6237,4323.865351,0,36,30,4323.865351,4232.454696
6238,4195.740342,1,32,52,4218.948197,4195.740342
6239,3903.367532,0,30,30,3903.367532,3796.144229
6240,4079.063242,0,28,65,4079.063242,4074.028372
6241,4261.346309,0,33,49,4261.346309,4244.791008
6242,3758.338391,0,26,38,3758.338391,3658.125563
6243,3727.617952,0,27,26,3727.617952,3571.688093
6244,4175.005221,0,32,45,4175.005221,4122.912402
6245,4038.120839,0,32,30,4038.120839,3935.895634
6246,3531.028591,0,20,45,3531.028591,3409.36313
6247,3922.252749,0,30,31,3922.252749,3797.409252
6248,3457.957786,0,22,23,3457.957786,3283.653587
6249,3901.573071,0,28,42,3901.573071,3805.9402
6250,3801.291521,0,29,23,3801.291521,3663.283883
6251,3428.49499,0,17,45,3428.49499,3289.723279
6252,3743.238579,0,27,28,3743.238579,3604.359419
6253,3909.709564,0,31,21,3909.709564,3769.307051
6254,4165.475583,0,35,20,4165.475583,4013.445385
6255,3653.151516,0,24,37,3653.151516,3532.381742
6256,4493.331012,0,37,44,4493.331012,4464.145704
6257,3847.669647,0,28,36,3847.669647,3771.108104
6258,3586.351243,0,24,27,3586.351243,3411.29101
6259,4181.946543,0,32,48,4181.946543,4141.475289
6260,3480.107467,0,23,20,3480.107467,3288.559921
6261,3646.978551,0,24,36,3646.978551,3515.102735
6262,4464.49272,0,38,30,4464.49272,4385.765028
6263,4271.92593,0,36,26,4271.92593,4154.051945
6264,4228.330191,0,35,29,4228.330191,4131.979502
6265,5090.820553,0,45,36,5090.820553,5074.809656
6266,3865.609537,0,29,31,3865.609537,3741.646894
6267,4089.770653,0,31,40,4089.770653,3993.227755
6268,3638.795953,0,27,16,3638.795953,3459.802492
6269,3637.659557,0,26,21,3637.659557,3450.207803
6270,3888.330802,0,28,40,3888.330802,3772.292728
6271,4009.762807,0,30,40,4009.762807,3919.953263
6272,3476.300301,0,23,20,3476.300301,3296.225205
6273,3850.575326,0,27,44,3850.575326,3777.716332
6274,4254.976179,0,32,55,4254.976179,4233.373671
6275,3848.138967,0,26,50,3848.138967,3811.419504
6276,4028.117305,0,31,37,4028.117305,3978.355213
6277,3896.185761,0,31,20,3896.185761,3744.632895
6278,3963.620225,0,30,35,3963.620225,3859.937513
6279,3508.793211,0,21,35,3508.793211,3363.534147
6280,4055.882362,0,27,70,4055.882362,4061.146715
6281,3831.326607,0,27,40,3831.326607,3723.095572
6282,4262.693601,1,37,27,4349.363569,4262.693601
6283,3200.421104,1,20,24,3390.734792,3200.421104
6284,3570.921115,0,24,25,3570.921115,3390.662203
6285,3567.092746,0,20,50,3567.092746,3458.954086
6286,3659.081783,0,25,30,3659.081783,3502.481861
6287,3614.496149,0,24,32,3614.496149,3478.414688
6288,3466.906025,0,19,40,3466.906025,3313.224487
6289,3622.859882,0,26,20,3622.859882,3458.326545
6290,3683.346581,0,27,22,3683.346581,3506.863035
6291,3838.9367,0,30,20,3838.9367,3675.065493
6292,4555.456121,0,39,33,4555.456121,4516.030268
6293,3422.756812,0,21,23,3422.756812,3239.841643
6294,3623.087316,0,23,40,3623.087316,3495.709105
6295,3607.566943,0,25,25,3607.566943,3424.808828
6296,4185.607148,0,34,30,4185.607148,4049.245372
6297,3592.376056,0,19,60,3592.376056,3519.939346
6298,4451.336771,0,36,46,4451.336771,4413.613333
6299,3449.06232,0,19,39,3449.06232,3294.505293
6300,3854.163615,0,29,30,3854.163615,3746.567005
6301,4529.203067,0,38,38,4529.203067,4481.800188
6302,3768.08898,0,29,20,3768.08898,3636.323088
6303,3919.210032,0,30,31,3919.210032,3811.403976
6304,3399.543617,0,20,27,3399.543617,3233.823113
6305,3686.34561,0,21,60,3686.34561,3597.752951
6306,4245.329569,0,34,39,4245.329569,4193.345464
6307,3784.781879,0,31,5,3784.781879,3546.031108
6308,4041.039745,0,33,23,4041.039745,3935.278192
6309,3279.558905,1,20,31,3436.047065,3279.558905
6310,3450.013516,0,20,36,3450.013516,3353.138033
6311,3724.012771,0,26,40,3724.012771,3693.422167
6312,3840.436356,0,30,20,3840.436356,3716.428554
6313,3849.34528,0,28,34,3849.34528,3714.212326
6314,3907.291465,0,31,20,3907.291465,3720.447819
6315,3881.355956,0,30,25,3881.355956,3734.774233
6316,4039.107869,0,30,46,4039.107869,3985.286333
6317,3806.411459,0,25,50,3806.411459,3712.213836
6318,3490.92684,0,23,22,3490.92684,3280.403971
6319,3577.095144,0,21,45,3577.095144,3443.898731
6320,3356.949189,0,18,30,3356.949189,3167.391614
6321,3837.858305,0,30,20,3837.858305,3665.790089
6322,3867.798621,0,29,30,3867.798621,3735.490023
6323,4177.638528,0,34,30,4177.638528,4060.745316
6324,3602.638534,0,25,23,3602.638534,3431.468717
6325,3952.382798,0,31,26,3952.382798,3824.752233
6326,4059.339133,0,31,40,4059.339133,3999.52653
6327,4526.262924,0,38,37,4526.262924,4452.655026
6328,3473.054511,0,18,48,3473.054511,3343.357889
6329,4125.116285,0,32,40,4125.116285,4089.339351
6330,3622.333476,0,22,45,3622.333476,3501.407855
6331,3856.578172,0,29,28,3856.578172,3705.689336
6332,3906.131563,0,33,5,3906.131563,3688.133651
6333,3887.659277,0,30,25,3887.659277,3735.198169
6334,3828.962022,0,29,28,3828.962022,3716.029606
6335,4345.117689,0,37,26,4345.117689,4254.974404
6336,3627.362107,0,21,50,3627.362107,3511.617733
6337,4229.517425,0,35,28,4229.517425,4137.038154
6338,3976.519158,0,29,45,3976.519158,3913.95788
6339,3441.809505,1,21,43,3556.336538,3441.809505
6340,3502.668851,0,23,23,3502.668851,3317.334775
6341,3923.75098,0,31,23,3923.75098,3762.881028
6342,4099.268937,0,32,37,4099.268937,4020.264978
6343,4078.108062,0,35,12,4078.108062,3936.066212
6344,3358.130603,0,18,32,3358.130603,3175.532418
6345,3908.708797,0,29,36,3908.708797,3804.619216
6346,4395.275067,0,37,30,4395.275067,4283.274954
6347,3815.62319,0,29,23,3815.62319,3643.52728
6348,3771.073471,0,27,33,3771.073471,3653.055712
6349,3849.342675,0,29,25,3849.342675,3677.065755
6350,3494.303599,0,18,50,3494.303599,3379.744765
6351,4060.151632,0,33,26,4060.151632,3956.426269
6352,3450.315119,0,19,38,3450.315119,3290.615295
6353,3820.119221,0,28,35,3820.119221,3746.631648
6354,3771.662579,0,27,32,3771.662579,3639.363623
6355,3488.343003,0,23,20,3488.343003,3280.172529
6356,3921.225308,0,30,30,3921.225308,3798.549036
6357,3987.062237,1,31,40,4058.70818,3987.062237
6358,3809.048435,0,28,31,3809.048435,3685.286398
6359,4333.24613,0,35,40,4333.24613,4280.814801
6360,4096.178534,0,32,38,4096.178534,4028.697006
6361,3719.304166,0,27,23,3719.304166,3542.49136
6362,4369.773793,0,38,20,4369.773793,4239.196164
6363,3678.529901,0,27,21,3678.529901,3515.296057
6364,4280.241119,0,36,26,4280.241119,4162.251722
6365,3629.890782,0,27,14,3629.890782,3448.699798
6366,3929.137666,0,29,40,3929.137666,3840.525952
6367,3525.943542,1,24,37,3651.884294,3525.943542
6368,3790.6801,0,29,20,3790.6801,3622.264119
6369,3795.489351,0,29,21,3795.489351,3625.81047
6370,3528.617012,0,22,32,3528.617012,3371.762411
6371,3623.876074,0,28,6,3623.876074,3402.768211
6372,3704.114294,0,26,31,3704.114294,3544.663755
6373,3482.550781,0,22,25,3482.550781,3292.111616
6374,3793.993304,0,27,35,3793.993304,3672.29071
6375,3780.404418,0,29,20,3780.404418,3634.513781
6376,3930.137872,0,30,30,3930.137872,3802.006718
6377,3637.764277,0,24,35,3637.764277,3519.146073
6378,4047.805056,0,33,23,4047.805056,3901.315842
6379,3496.794786,0,23,20,3496.794786,3264.946887
6380,3685.056012,0,27,20,3685.056012,3495.168465
6381,3950.709534,0,31,25,3950.709534,3812.694769
6382,3412.931666,0,16,47,3412.931666,3258.240977
6383,3797.661604,0,26,42,3797.661604,3680.886493
6384,3506.725059,0,23,23,3506.725059,3334.10036
6385,3876.177681,0,30,24,3876.177681,3715.77893
6386,3896.380898,0,30,28,3896.380898,3770.566034
6387,4000.843297,0,31,33,4000.843297,3908.076762
6388,3624.506262,0,25,25,3624.506262,3477.604997
6389,3467.287455,0,21,30,3467.287455,3303.931714
6390,3449.888666,1,20,50,3562.705658,3449.888666
6391,3561.120241,0,25,20,3561.120241,3395.49123
6392,4184.28916,0,35,23,4184.28916,4047.14507
6393,3435.625245,0,20,32,3435.625245,3277.397285
6394,3950.393585,0,29,40,3950.393585,3856.626625
6395,3914.625535,0,27,50,3914.625535,3837.169302
6396,3379.67016,0,15,50,3379.67016,3236.018729
6397,3645.286841,0,24,35,3645.286841,3506.81488
6398,3768.156577,0,28,26,3768.156577,3624.049371
6399,3541.040208,0,26,10,3541.040208,3337.02882
6400,3619.767757,1,28,25,3768.585556,3619.767757
6401,3768.60671,0,28,26,3768.60671,3630.538974
6402,3724.544216,0,28,20,3724.544216,3551.079063
6403,3962.771886,0,30,35,3962.771886,3863.50978
6404,3934.14584,0,29,40,3934.14584,3870.122075
6405,4074.785697,0,30,50,4074.785697,4023.238886
6406,3553.947619,0,22,36,3553.947619,3407.075234
6407,3658.094421,0,27,20,3658.094421,3495.316499
6408,4030.403699,0,31,38,4030.403699,3986.873176
6409,3355.798409,0,19,23,3355.798409,3165.771772
6410,4152.539083,0,33,36,4152.539083,4084.165396
6411,4048.438798,1,33,33,4125.77773,4048.438798
6412,3862.528512,0,26,53,3862.528512,3806.802258
6413,4611.967007,0,39,38,4611.967007,4533.197436
6414,3699.695854,0,26,30,3699.695854,3556.542512
6415,4384.709813,0,33,63,4384.709813,4447.145644
6416,3503.287507,0,18,50,3503.287507,3374.795087
6417,3738.956084,0,23,55,3738.956084,3665.980059
6418,3499.703759,0,20,40,3499.703759,3377.139907
6419,4103.422651,0,32,37,4103.422651,4008.904537
6420,3165.226802,1,19,25,3352.247425,3165.226802
6421,4032.261755,0,30,44,4032.261755,3974.666493
6422,3363.61043,0,20,20,3363.61043,3163.961169
6423,4007.132212,0,28,56,4007.132212,3967.429244
6424,4338.464175,0,38,15,4338.464175,4198.532884
6425,4032.480637,0,29,51,4032.480637,3990.164842
6426,4080.749863,0,32,34,4080.749863,3980.671947
6427,4326.811434,0,33,54,4326.811434,4286.801421
6428,3804.065155,0,28,31,3804.065155,3709.780927
6429,3993.000066,0,31,30,3993.000066,3862.396009
6430,4015.570923,0,32,28,4015.570923,3915.415668
6431,3799.178157,1,28,40,3889.315209,3799.178157
6432,4459.213951,0,40,13,4459.213951,4285.233508
6433,3866.999276,0,30,23,3866.999276,3675.760039
6434,3599.065041,0,24,30,3599.065041,3431.053656
6435,3945.318665,0,30,34,3945.318665,3841.926072
6436,3890.013871,0,29,33,3890.013871,3757.660395
6437,3247.802743,0,20,5,3247.802743,3038.820444
6438,4001.120475,0,30,40,4001.120475,3976.826694
6439,3798.6778,0,27,37,3798.6778,3694.804281
6440,4181.165364,0,33,40,4181.165364,4114.57907
6441,3097.147924,1,18,22,3297.77452,3097.147924
6442,3598.55833,0,24,30,3598.55833,3479.917817
6443,3800.045945,0,25,50,3800.045945,3728.733659
6444,3775.778838,0,25,49,3775.778838,3698.697937
6445,3957.790148,0,27,58,3957.790148,3946.889921
6446,3969.610082,1,34,20,4085.804988,3969.610082
6447,3712.312374,0,27,25,3712.312374,3546.42459
6448,3709.22381,0,28,18,3709.22381,3534.525941
6449,3934.924301,0,30,30,3934.924301,3775.145949
6450,3315.382424,0,18,23,3315.382424,3103.006758
6451,3160.393672,1,17,35,3346.81841,3160.393672
6452,3665.133388,0,26,25,3665.133388,3486.86563
6453,3392.836642,1,21,40,3542.763037,3392.836642
6454,4079.833244,0,31,43,4079.833244,4014.31989
6455,4112.095532,0,33,31,4112.095532,3995.988106
6456,3610.724461,0,25,23,3610.724461,3409.791873
6457,4448.04986,0,36,45,4448.04986,4431.723394
6458,4508.12629,0,38,35,4508.12629,4437.815175
6459,3963.715078,0,32,20,3963.715078,3840.404893
6460,3255.789412,1,20,29,3414.993124,3255.789412
6461,4051.785429,0,31,39,4051.785429,3944.086821
6462,3867.733598,0,29,30,3867.733598,3737.840116
6463,4321.266737,0,36,30,4321.266737,4218.371902
6464,3619.043913,0,24,34,3619.043913,3481.319564
6465,4120.169411,0,34,25,4120.169411,3999.576996
6466,4069.3447,0,31,40,4069.3447,3986.548595
6467,4118.466658,0,27,79,4118.466658,4161.411099
6468,3793.707027,0,27,35,3793.707027,3668.605566
6469,3786.019265,0,29,21,3786.019265,3615.418778
6470,3620.8797,0,26,20,3620.8797,3450.811313
6471,3503.236733,0,24,17,3503.236733,3280.234333
6472,4015.533788,0,32,26,4015.533788,3880.849226
6473,3896.276867,0,31,18,3896.276867,3720.669524
6474,3291.704955,0,21,5,3291.704955,3037.406454
6475,3910.472035,0,27,52,3910.472035,3875.140733
6476,3582.068801,0,27,6,3582.068801,3339.620618
6477,3354.649004,1,26,10,3543.670201,3354.649004
6478,3726.663391,0,26,32,3726.663391,3571.455508
6479,3776.019777,0,28,25,3776.019777,3633.844138
6480,3431.410482,0,19,34,3431.410482,3252.685723
6481,3454.448901,0,22,22,3454.448901,3260.872481
6482,3835.814176,0,26,47,3835.814176,3764.993956
6483,3774.950478,0,29,20,3774.950478,3623.884484
6484,3321.125499,0,18,25,3321.125499,3122.58719
6485,3698.072511,0,27,23,3698.072511,3537.654641
6486,3983.121115,0,29,45,3983.121115,3894.391048
6487,3583.473919,0,25,20,3583.473919,3384.862096
6488,3394.014376,0,20,24,3394.014376,3193.495016
6489,3718.200948,1,30,23,3861.620949,3718.200948
6490,4046.855663,0,33,23,4046.855663,3922.135338
6491,4125.73497,0,32,40,4125.73497,4058.870814
6492,3934.883797,0,26,60,3934.883797,3896.542057
6493,4071.66109,0,32,32,4071.66109,3964.62092
6494,4021.679983,0,32,28,4021.679983,3896.288091
6495,3743.520916,0,25,41,3743.520916,3647.461196
6496,3975.249491,0,29,45,3975.249491,3910.232329
6497,4080.520642,0,32,34,4080.520642,3971.017971
6498,4347.482811,0,36,35,4347.482811,4287.338284
6499,3661.352476,0,24,37,3661.352476,3530.619708
6500,3447.856498,1,19,54,3554.101814,3447.856498
6501,2916.851335,1,15,15,3158.406357,2916.851335
6502,3857.252791,0,21,85,3857.252791,3860.200973
6503,3347.382347,1,24,21,3546.853968,3347.382347
6504,4041.654288,0,31,36,4041.654288,3943.933758
6505,3397.791572,0,22,14,3397.791572,3182.701983
6506,3887.795598,1,32,26,4014.961612,3887.795598
6507,3844.161724,0,28,35,3844.161724,3730.196694
6508,3528.393933,0,20,43,3528.393933,3401.013095
6509,3903.25786,0,31,20,3903.25786,3746.748652
6510,3749.486044,0,26,37,3749.486044,3626.913412
6511,3948.292349,0,31,25,3948.292349,3802.292775
6512,3972.043551,0,32,20,3972.043551,3805.218084
6513,3408.397782,0,19,34,3408.397782,3266.071426
6514,3791.912834,0,26,42,3791.912834,3684.882721
6515,4039.225293,0,31,38,4039.225293,3960.527795
6516,4102.322937,0,31,45,4102.322937,4065.851037
6517,4279.16976,0,37,20,4279.16976,4170.773846
6518,4208.2054,0,31,60,4208.2054,4222.225517
6519,4146.377522,0,33,38,4146.377522,4099.051119
6520,3680.194407,0,25,34,3680.194407,3542.555728
6521,3990.348781,0,34,9,3990.348781,3803.289595
6522,4383.292053,0,36,40,4383.292053,4352.216383
6523,4087.321764,0,30,52,4087.321764,4056.806414
6524,4128.56634,0,32,40,4128.56634,4051.528704
6525,3915.307866,0,31,22,3915.307866,3759.324105
6526,3444.160061,0,25,3,3444.160061,3179.879622
6527,3643.732517,0,25,30,3643.732517,3543.772379
6528,3619.035281,0,21,51,3619.035281,3517.23288
6529,3906.801928,0,30,28,3906.801928,3776.614499
6530,3870.363189,0,29,30,3870.363189,3734.396784
6531,3930.519384,0,31,23,3930.519384,3786.145892
6532,3597.65693,0,21,49,3597.65693,3484.45538
6533,3924.166074,0,29,38,3924.166074,3848.891086
6534,3712.364272,0,26,32,3712.364272,3585.061892
6535,3935.838275,0,30,31,3935.838275,3825.841756
6536,3273.255331,1,18,40,3423.60241,3273.255331
6537,3644.104856,0,23,41,3644.104856,3502.683432
6538,3441.685513,1,24,28,3595.889487,3441.685513
6539,3427.496929,0,20,30,3427.496929,3257.119768
6540,3746.928921,0,28,21,3746.928921,3565.724679
6541,3584.831322,0,22,42,3584.831322,3480.633051
6542,3944.53865,0,30,34,3944.53865,3846.449078
6543,3123.594618,1,16,31,3288.245478,3123.594618
6544,3876.30542,0,28,40,3876.30542,3799.43947
6545,3272.293831,1,20,30,3434.100286,3272.293831
6546,4319.908152,0,37,24,4319.908152,4208.401605
6547,3761.700811,0,26,36,3761.700811,3623.338207
6548,3485.493182,0,26,4,3485.493182,3261.714066
6549,4325.235916,0,35,39,4325.235916,4275.696359
6550,3533.928414,0,19,52,3533.928414,3426.146876
6551,4085.760582,0,33,28,4085.760582,3980.217606
6552,3434.093631,1,21,42,3554.417586,3434.093631
6553,3566.413002,1,26,31,3697.238998,3566.413002
6554,3936.21976,0,31,25,3936.21976,3810.481772
6555,3698.475615,0,27,25,3698.475615,3547.815625
6556,3309.444605,1,16,51,3423.234399,3309.444605
6557,3358.391161,0,17,38,3358.391161,3197.994676
6558,3415.123932,0,19,32,3415.123932,3236.780565
6559,3776.794785,0,26,40,3776.794785,3688.236381
6560,3906.649036,0,31,20,3906.649036,3733.817656
6561,4193.180709,0,33,41,4193.180709,4123.045964
6562,3350.225696,0,18,30,3350.225696,3182.719457
6563,3321.549774,0,20,15,3321.549774,3111.361829
6564,3401.306824,1,23,30,3555.921849,3401.306824
6565,3700.608818,0,27,23,3700.608818,3529.596263
6566,4135.586828,0,34,26,4135.586828,4013.211271
6567,3347.191899,1,26,10,3539.251188,3347.191899
6568,3555.804768,0,21,40,3555.804768,3407.004548
6569,3757.631967,0,28,24,3757.631967,3613.746266
6570,3442.353201,0,20,32,3442.353201,3276.511509
6571,3714.056919,0,23,52,3714.056919,3633.551896
6572,3945.701143,0,31,25,3945.701143,3783.430214
6573,3967.894333,0,27,58,3967.894333,3936.952118
6574,3855.812587,0,28,37,3855.812587,3758.648395
6575,3513.440071,0,20,44,3513.440071,3402.269977
6576,4062.488861,0,32,32,4062.488861,3965.205392
6577,3716.139507,0,29,13,3716.139507,3538.5046
6578,4461.138695,0,36,50,4461.138695,4481.177103
6579,3268.676126,1,19,36,3445.985288,3268.676126
6580,3663.98436,0,25,32,3663.98436,3552.347416
6581,3436.835231,0,19,37,3436.835231,3283.593874
6582,4599.533303,0,40,28,4599.533303,4516.234802
6583,4154.89662,0,31,49,4154.89662,4095.545773
6584,4232.903384,0,32,53,4232.903384,4220.261486
6585,3798.865872,0,25,49,3798.865872,3714.326077
6586,3542.57344,0,22,35,3542.57344,3409.506254
6587,3853.023266,0,30,24,3853.023266,3732.993148
6588,3645.667422,0,24,36,3645.667422,3493.321642
6589,3943.559047,1,33,26,4077.174365,3943.559047
6590,3964.616552,0,26,64,3964.616552,3955.387678
6591,3314.799953,1,26,8,3537.018458,3314.799953
6592,3456.291001,0,19,37,3456.291001,3289.63189
6593,3568.82447,0,20,50,3568.82447,3440.368836
6594,3891.443542,0,29,32,3891.443542,3761.362222
6595,3859.422401,0,26,51,3859.422401,3808.825274
6596,3337.803086,0,18,27,3337.803086,3152.601729
6597,3625.98987,0,20,56,3625.98987,3507.079578
6598,3565.371828,1,21,55,3642.325149,3565.371828
6599,3636.129819,0,23,40,3636.129819,3520.800403
6600,3819.819841,1,31,28,3975.681989,3819.819841
6601,3476.361206,0,23,20,3476.361206,3301.434793
